grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-14751_8148,40.74057841828714,-73.75878113029572,7,9.571428571428571,7,1,36.691414,1
-14751_8149,40.748942074245555,-73.75645434531611,18,17.666666666666668,9,0,41.003235,0
-14751_8150,40.75348220677,-73.75795562852,4,12.75,2,3,57.49107,1
-14751_8152,40.76185911524,-73.7591993411,2,7.0,2,0,53.452675,0
-14752_8119,40.5997981121,-73.76149656437,1,7.0,1,0,3.8547263,0
-14752_8134,40.67283328418667,-73.76410515612334,3,13.333333333333334,3,0,11.041171,0
-14752_8135,40.679316467246665,-73.76101278614667,3,14.666666666666666,3,0,23.73736,0
-14752_8136,40.680939123152,-73.76416531781399,5,11.8,3,3,28.597397,1
-14752_8138,40.691462033156,-73.762150051427,10,22.3,7,1,5.398569,1
-14752_8139,40.697421939715,-73.76209445506001,2,12.5,2,1,2.4744618,1
-14752_8140,40.700846499292,-73.76443651775,5,7.4,5,0,3.3814669,0
-14752_8142,40.71340075067,-73.76213008050749,4,14.75,4,0,9.134861,0
-14752_8143,40.71997431068,-73.76203888737,1,4.0,1,0,9.801194,0
-14752_8144,40.720475630272496,-73.76074602544375,8,12.25,8,1,9.801194,1
-14752_8149,40.747847426099995,-73.761343445025,2,9.5,2,0,40.886204,0
-14752_8152,40.76145403406,-73.76162763460715,7,17.857142857142858,7,1,56.10842,1
-14753_8119,40.59848812675,-73.76647419854,1,27.0,1,0,8.695635,0
-14753_8131,40.657424120875,-73.7677249747475,4,12.75,4,0,23.15503,0
-14753_8132,40.663497811845005,-73.768482315015,4,17.75,2,0,9.758064,0
-14753_8133,40.66661798781,-73.76714673057,1,11.0,1,0,8.191914,0
-14753_8134,40.67014130799,-73.76531753761,1,12.0,1,0,10.22884,0
-14753_8136,40.6822678047675,-73.76685212670125,8,17.5,6,0,19.43474,0
-14753_8138,40.69218932803,-73.76625113100499,2,14.5,2,1,8.858386,1
-14753_8140,40.70263387652,-73.76612360845,3,18.0,3,0,5.511271,0
-14753_8142,40.71303820683334,-73.76647050986666,3,6.333333333333333,3,0,9.486289,0
-14753_8143,40.71843010232,-73.76523703592,1,0.0,1,0,12.932503,0
-14753_8149,40.74642910771,-73.76636504893,1,12.0,1,0,39.562305,0
-14753_8151,40.757463784815265,-73.7683504228779,19,16.157894736842106,11,2,55.05063,1
-14753_8152,40.760770008851814,-73.76709525035636,11,14.727272727272727,7,1,56.35879,1
-14754_8132,40.66010219265,-73.77416912505,1,20.0,1,0,20.414307,0
-14754_8134,40.6721325883475,-73.772440196765,4,11.5,4,0,10.515157,0
-14754_8137,40.68556567834,-73.7728349881,1,25.0,1,0,19.795898,0
-14754_8141,40.70946277356,-73.77474789754,1,13.0,1,0,19.005157,0
-14754_8142,40.7117251322425,-73.77196459552,4,9.0,3,0,20.64444,0
-14754_8143,40.71573684238,-73.7717217098,1,25.0,1,0,16.051153,0
-14754_8150,40.75345625226,-73.77486926468,1,12.0,1,0,39.099197,0
-14754_8151,40.759395215577136,-73.77291482902429,7,13.0,3,0,46.142487,0
-14754_8152,40.763278447170975,-73.77091663687732,41,15.048780487804878,25,5,61.301456,1
